Middle Age(30~44),Senior Adult(45~64),Senior Citizens(65+),Young Adult(18~29)
"{'Feature1': 'NoDocbcCost', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04259288883575313, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04654715611850979, 'Difference': -0.003954267282756663}","{'Feature1': 'NoDocbcCost', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.08700729830135467, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.09200316443199652, 'Difference': -0.004995866130641846}","{'Feature1': 'NoDocbcCost', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07393599920144922, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07567918669864726, 'Difference': -0.00174318749719804}","{'Feature1': 'NoDocbcCost', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.016052378732551692, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016159472828240262, 'Difference': -0.0001070940956885702}"
"{'Feature1': 'NoDocbcCost', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.014567880146732992, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.015251695139056887, 'Difference': -0.0006838149923238945}","{'Feature1': 'NoDocbcCost', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01835310510097543, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02028986030835478, 'Difference': -0.0019367552073793481}","{'Feature1': 'NoDocbcCost', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.009497007444566385, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.009148655417537288, 'Difference': 0.0003483520270290974}","{'Feature1': 'NoDocbcCost', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.010725930083299334, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008686630556689834, 'Difference': 0.0020392995266095004}"
"{'Feature1': 'NoDocbcCost', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.023931830592125614, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.024955659873507896, 'Difference': -0.0010238292813822825}","{'Feature1': 'NoDocbcCost', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.039498629889595294, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.042527372324925095, 'Difference': -0.003028742435329801}","{'Feature1': 'NoDocbcCost', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.026998183454638447, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.027454771500405428, 'Difference': -0.0004565880457669813}","{'Feature1': 'NoDocbcCost', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015673431396157927, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.013935401507621514, 'Difference': 0.0017380298885364132}"
"{'Feature1': 'NoDocbcCost', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.019363928620366455, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.021366377355436006, 'Difference': -0.002002448735069551}","{'Feature1': 'NoDocbcCost', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.043167199408447154, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04683496770099271, 'Difference': -0.003667768292545559}","{'Feature1': 'NoDocbcCost', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.029903190231783894, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03129416778453176, 'Difference': -0.001390977552747863}","{'Feature1': 'NoDocbcCost', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005455671466034068, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005911267711904117, 'Difference': -0.0004555962458700491}"
"{'Feature1': 'NoDocbcCost', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005828029931705447, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005720603481183195, 'Difference': 0.00010742645052225219}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.009170387097750976, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008647618388030964, 'Difference': 0.0005227687097200118}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01324293015753808, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01298901927812457, 'Difference': 0.0002539108794135103}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.003355614492154907, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.003059755634707506, 'Difference': 0.0002958588574474008}"
"{'Feature1': 'NoDocbcCost', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.012070516136844789, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.013326374508444871, 'Difference': -0.0012558583716000826}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.019429587320474284, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.021206102514853997, 'Difference': -0.001776515194379713}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.011496828037245832, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011913490189948472, 'Difference': -0.0004166621527026404}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005731925712151947, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005134848590362728, 'Difference': 0.000597077121789219}"
"{'Feature1': 'NoDocbcCost', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01938542211101585, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.021994503422729572, 'Difference': -0.0026090813117137235}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.035374348883692064, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03988247271612644, 'Difference': -0.004508123832434374}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.015364729140301625, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016228009883516137, 'Difference': -0.0008632807432145118}","{'Feature1': 'NoDocbcCost', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.007496760097414706, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.007053345752864204, 'Difference': 0.0004434143445505023}"
"{'Feature1': 'GenHlth', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04887561910296351, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05132188830091644, 'Difference': -0.0024462691979529327}","{'Feature1': 'GenHlth', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.09062789744641708, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.10089536793280929, 'Difference': -0.010267470486392205}","{'Feature1': 'GenHlth', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07867769079063414, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08003804523422664, 'Difference': -0.0013603544435925041}","{'Feature1': 'GenHlth', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02524551191504118, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.020659236443287987, 'Difference': 0.004586275471753193}"
"{'Feature1': 'GenHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.049407773211295136, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.06102585303536745, 'Difference': -0.011618079824072314}","{'Feature1': 'GenHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.09184007628796376, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.1231328799493796, 'Difference': -0.03129280366141585}","{'Feature1': 'GenHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07990365025979496, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.09834416131709478, 'Difference': -0.018440511057299824}","{'Feature1': 'GenHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02676322223794811, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.025908007394219668, 'Difference': 0.0008552148437284413}"
"{'Feature1': 'GenHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04480284731072509, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05743657051729556, 'Difference': -0.012633723206570469}","{'Feature1': 'GenHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.09231372501024959, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.12744047532544722, 'Difference': -0.03512675031519763}","{'Feature1': 'GenHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07941977318848048, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.10218355760122111, 'Difference': -0.02276378441274063}","{'Feature1': 'GenHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.016887729257971856, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01788387359850227, 'Difference': -0.0009961443405304138}"
"{'Feature1': 'GenHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04241174951475085, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04179079664304275, 'Difference': 0.0006209528717081025}","{'Feature1': 'GenHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.09029470883245583, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08925312601248547, 'Difference': 0.0010415828199703547}","{'Feature1': 'GenHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.08607403122202961, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08387840909481392, 'Difference': 0.0021956221272156906}","{'Feature1': 'GenHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0162975288890774, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01503236152130566, 'Difference': 0.0012651673677717412}"
"{'Feature1': 'GenHlth', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04408674550981945, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.049396567670304425, 'Difference': -0.005309822160484978}","{'Feature1': 'GenHlth', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.08903067283955479, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.1018116101393085, 'Difference': -0.012780937299753714}","{'Feature1': 'GenHlth', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07645031117129064, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08280288000663782, 'Difference': -0.006352568835347183}","{'Feature1': 'GenHlth', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01910264440964113, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01710745447696088, 'Difference': 0.001995189932680247}"
"{'Feature1': 'GenHlth', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0476043966282102, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.058064696584589126, 'Difference': -0.010460299956378927}","{'Feature1': 'GenHlth', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.09275530975831747, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.12048798034058095, 'Difference': -0.027732670582263474}","{'Feature1': 'GenHlth', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07774043864161384, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08711739970020549, 'Difference': -0.009376961058591649}","{'Feature1': 'GenHlth', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02166747872520622, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.019025951639462357, 'Difference': 0.002641527085743861}"
"{'Feature1': 'MentHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03820493051195112, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.029730392055914545, 'Difference': 0.008474538456036573}","{'Feature1': 'MentHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.052130029734234085, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05141957582573786, 'Difference': 0.0007104539084962225}","{'Feature1': 'MentHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.040651486824331284, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03181363003598481, 'Difference': 0.008837856788346476}","{'Feature1': 'MentHlth', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03028121758256594, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01843516512266924, 'Difference': 0.0118460524598967}"
"{'Feature1': 'MentHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.02273484431031253, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.026141109537842655, 'Difference': -0.0034062652275301253}","{'Feature1': 'MentHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04623750912324287, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05572717120180548, 'Difference': -0.00948966207856261}","{'Feature1': 'MentHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03290550379966439, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.035653026320111136, 'Difference': -0.0027475225204467435}","{'Feature1': 'MentHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.011488708073073423, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.010411031326951842, 'Difference': 0.0010776767461215808}"
"{'Feature1': 'MentHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.012373993170309017, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.010495335663589844, 'Difference': 0.0018786575067191724}","{'Feature1': 'MentHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01982697121815835, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017539821888843732, 'Difference': 0.0022871493293146195}","{'Feature1': 'MentHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.019544299687806577, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01734787781370395, 'Difference': 0.0021964218741026276}","{'Feature1': 'MentHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.010014716379234762, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.007559519249755231, 'Difference': 0.0024551971294795305}"
"{'Feature1': 'MentHlth', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.022072005740195244, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01810110669085152, 'Difference': 0.0039708990493437235}","{'Feature1': 'MentHlth', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.029882858035767845, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.030098306015666765, 'Difference': -0.0002154479798989195}","{'Feature1': 'MentHlth', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01881216337197933, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016272348725527852, 'Difference': 0.002539814646451477}","{'Feature1': 'MentHlth', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.01714743866106902, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.009634612205410453, 'Difference': 0.007512826455658567}"
"{'Feature1': 'MentHlth', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03150532676255152, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02676923560513622, 'Difference': 0.004736091157415301}","{'Feature1': 'MentHlth', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04491355549112386, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.048774676216939206, 'Difference': -0.003861120725815348}","{'Feature1': 'MentHlth', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.024598886195062564, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.020586868419095516, 'Difference': 0.004012017775967047}","{'Feature1': 'MentHlth', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.023363253382065102, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011553109367911929, 'Difference': 0.011810144014153173}"
"{'Feature1': 'PhysHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.026855538074013807, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.035845074272293664, 'Difference': -0.008989536198279857}","{'Feature1': 'PhysHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.05281784026894665, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0779646832183758, 'Difference': -0.02514684294942915}","{'Feature1': 'PhysHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04001776575809868, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05395914240297928, 'Difference': -0.013941376644880599}","{'Feature1': 'PhysHlth', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0154128038769423, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.015659802277883522, 'Difference': -0.00024699840094122294}"
"{'Feature1': 'PhysHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.021909879970759938, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.020199300398040854, 'Difference': 0.0017105795727190842}","{'Feature1': 'PhysHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04224227584214668, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03977733390541405, 'Difference': 0.002464941936732634}","{'Feature1': 'PhysHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0388702588670824, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03565399389657209, 'Difference': 0.0032162649705103075}","{'Feature1': 'PhysHlth', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.014699931784810633, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012808290200686911, 'Difference': 0.001891641584123721}"
"{'Feature1': 'PhysHlth', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03087704704000166, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02780507142530253, 'Difference': 0.0030719756146991295}","{'Feature1': 'PhysHlth', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.049479893971068, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.05233581803223708, 'Difference': -0.0028559240611690795}","{'Feature1': 'PhysHlth', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03620739852204102, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03457846480839599, 'Difference': 0.001628933713645031}","{'Feature1': 'PhysHlth', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.020165358723563037, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014883383156342134, 'Difference': 0.0052819755672209034}"
"{'Feature1': 'PhysHlth', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03918414362641637, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03647320033958723, 'Difference': 0.002710943286829137}","{'Feature1': 'PhysHlth', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.05971610980100628, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07101218823350952, 'Difference': -0.011296078432503243}","{'Feature1': 'PhysHlth', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.040683655229876825, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03889298450196366, 'Difference': 0.0017906707279131684}","{'Feature1': 'PhysHlth', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02777671808518198, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01680188031884361, 'Difference': 0.010974837766338369}"
"{'Feature1': 'DiffWalk', 'Feature2': 'Sex', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.016605962073132197, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.016610017879968964, 'Difference': -4.055806836766873e-06}","{'Feature1': 'DiffWalk', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.04599454632557787, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.044084929281481666, 'Difference': 0.0019096170440962013}","{'Feature1': 'DiffWalk', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.043111767764008935, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03949339018069842, 'Difference': 0.003618377583310517}","{'Feature1': 'DiffWalk', 'Feature2': 'Sex', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.004750230942591721, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004784156404969514, 'Difference': -3.3925462377792925e-05}"
"{'Feature1': 'DiffWalk', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.021766404112523563, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02421578890723064, 'Difference': -0.002449384794707077}","{'Feature1': 'DiffWalk', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.048604650773479086, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0566434134083047, 'Difference': -0.008038762634825614}","{'Feature1': 'DiffWalk', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03456441048069281, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03841786109252232, 'Difference': -0.003853450611829512}","{'Feature1': 'DiffWalk', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.007334714624386701, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006859249360624736, 'Difference': 0.00047546526376196496}"
"{'Feature1': 'DiffWalk', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.026544217548450433, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03288391782151534, 'Difference': -0.006339700273064908}","{'Feature1': 'DiffWalk', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.054955604591821916, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07531978360957714, 'Difference': -0.020364179017755224}","{'Feature1': 'DiffWalk', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.035714915493714416, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.042732380786089985, 'Difference': -0.007017465292375569}","{'Feature1': 'DiffWalk', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.008956953045303279, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008777746523126212, 'Difference': 0.00017920652217706667}"
